sex,marital_status,age,education,income,occupation,settlement_size,cluster_labels
male,single,67,university,112486,skilled,big_city,2
male,single,37,high_school,152401,management,mid_size_city,1
male,single,31,high_school,157453,management,mid_size_city,1
male,single,32,high_school,142870,management,big_city,1
male,non_single,52,university,137231,skilled,big_city,2
male,non_single,31,high_school,104406,skilled,mid_size_city,0
male,single,36,high_school,145385,management,mid_size_city,1
male,non_single,32,high_school,146519,management,mid_size_city,1
male,single,51,high_school,126227,skilled,big_city,1
male,single,47,high_school,112227,management,mid_size_city,1
male,non_single,34,high_school,110145,skilled,big_city,1
male,non_single,46,university,149419,skilled,mid_size_city,2
male,non_single,42,high_school,176646,skilled,mid_size_city,1
male,single,39,high_school,91019,management,mid_size_city,1
male,single,50,high_school,169579,skilled,big_city,1
male,single,42,high_school,142305,skilled,big_city,1
male,non_single,36,high_school,130602,skilled,mid_size_city,1
male,non_single,18,high_school,98992,skilled,mid_size_city,0
male,single,35,high_school,181926,management,big_city,3
male,single,38,high_school,152864,skilled,big_city,1
male,single,39,high_school,135837,management,big_city,1
male,non_single,24,high_school,121757,unemployed,big_city,1
male,single,41,high_school,182274,skilled,mid_size_city,1
male,single,36,high_school,149040,management,big_city,1
male,single,37,high_school,154196,management,big_city,1
male,non_single,45,university,135332,skilled,mid_size_city,2
male,single,41,high_school,134200,management,big_city,1
male,single,36,high_school,177171,management,big_city,3
male,single,38,high_school,115964,unemployed,big_city,1
male,single,38,high_school,136871,unemployed,mid_size_city,1
male,non_single,53,university,159559,management,big_city,2
male,single,35,high_school,113878,skilled,big_city,1
male,single,48,high_school,171203,management,big_city,1
male,single,36,high_school,102180,skilled,big_city,1
male,non_single,22,high_school,116844,management,mid_size_city,1
male,single,35,high_school,139844,management,big_city,1
male,single,42,high_school,156431,unemployed,mid_size_city,1
male,single,39,high_school,116137,unemployed,mid_size_city,1
male,single,31,high_school,143081,skilled,mid_size_city,1
male,single,33,high_school,155870,management,big_city,1
male,non_single,31,high_school,106924,unemployed,mid_size_city,0
male,single,42,high_school,102133,skilled,mid_size_city,1
male,single,61,university,145227,unemployed,mid_size_city,2
male,single,38,high_school,159500,management,big_city,1
male,single,33,high_school,98498,unemployed,mid_size_city,1
male,single,48,high_school,159714,skilled,big_city,1
male,single,31,high_school,121852,unemployed,mid_size_city,1
male,single,52,high_school,141271,management,big_city,1
male,non_single,27,high_school,123213,skilled,big_city,1
male,single,40,high_school,143723,management,mid_size_city,1
male,single,34,high_school,112538,unemployed,mid_size_city,1
male,non_single,26,high_school,97932,management,big_city,1
male,single,30,high_school,154003,unemployed,mid_size_city,1
male,single,53,high_school,177179,skilled,mid_size_city,1
male,single,45,high_school,128052,skilled,big_city,1
male,single,32,high_school,114617,management,mid_size_city,1
male,single,35,high_school,182822,management,big_city,3
male,non_single,26,high_school,177215,skilled,big_city,1
male,single,30,high_school,110929,skilled,mid_size_city,1
male,single,37,high_school,111821,skilled,mid_size_city,1
male,single,32,high_school,97306,management,mid_size_city,1
male,non_single,40,high_school,157231,skilled,mid_size_city,1
male,single,44,high_school,126906,unemployed,big_city,1
male,single,43,high_school,133243,skilled,big_city,1
male,single,51,high_school,112250,skilled,mid_size_city,1
male,single,37,high_school,104349,unemployed,mid_size_city,1
male,single,33,high_school,151421,skilled,big_city,1
male,non_single,32,high_school,178081,management,mid_size_city,1
male,single,35,high_school,110181,unemployed,big_city,1
male,non_single,30,high_school,113012,skilled,mid_size_city,0
male,non_single,35,high_school,154585,management,big_city,1
male,single,40,high_school,144704,management,mid_size_city,1
male,single,37,high_school,141632,management,big_city,1
male,single,37,high_school,105055,skilled,big_city,1
male,single,37,high_school,124597,skilled,big_city,1
male,single,53,high_school,160164,management,mid_size_city,1
male,single,34,high_school,151754,management,mid_size_city,1
male,single,51,high_school,155551,skilled,mid_size_city,1
male,non_single,26,high_school,94986,skilled,big_city,1
male,single,34,high_school,175800,unemployed,mid_size_city,1
male,single,51,high_school,126246,management,mid_size_city,1
male,single,33,high_school,116261,skilled,big_city,1
male,non_single,32,high_school,117796,unemployed,big_city,1
male,single,39,high_school,115363,skilled,mid_size_city,1
male,single,53,high_school,169076,skilled,mid_size_city,1
male,single,34,high_school,97474,management,big_city,1
male,single,37,high_school,140341,skilled,big_city,1
male,non_single,28,high_school,114503,skilled,mid_size_city,0
male,non_single,25,high_school,102937,skilled,big_city,1
male,single,36,high_school,151781,management,big_city,1
male,non_single,36,high_school,123133,skilled,big_city,1
male,single,35,high_school,118879,skilled,big_city,1
male,non_single,21,high_school,158683,skilled,mid_size_city,1
male,non_single,29,high_school,107514,skilled,big_city,1
male,single,60,university,193879,skilled,mid_size_city,2
male,single,45,high_school,135043,skilled,mid_size_city,1
male,non_single,56,university,108559,unemployed,mid_size_city,2
male,non_single,30,high_school,121038,skilled,big_city,1
male,single,52,high_school,151947,management,big_city,1
male,non_single,26,high_school,118820,skilled,mid_size_city,0
male,single,43,high_school,121517,skilled,mid_size_city,1
male,single,34,high_school,113572,skilled,mid_size_city,1
male,non_single,22,high_school,131170,skilled,big_city,1
male,single,42,high_school,92430,unemployed,mid_size_city,1
male,single,38,high_school,124554,unemployed,mid_size_city,1
male,non_single,29,high_school,115988,skilled,big_city,1
male,single,44,high_school,107301,skilled,big_city,1
male,non_single,29,high_school,103767,management,mid_size_city,1
male,single,44,high_school,141493,skilled,big_city,1
male,single,38,high_school,154339,skilled,big_city,1
male,non_single,26,high_school,112369,unemployed,mid_size_city,0
male,single,53,high_school,158193,skilled,mid_size_city,1
male,single,43,high_school,143734,skilled,mid_size_city,1
male,single,33,high_school,121890,skilled,mid_size_city,1
male,single,52,high_school,127609,unemployed,mid_size_city,1
male,non_single,26,high_school,94650,unemployed,big_city,1
male,single,38,high_school,175504,management,mid_size_city,1
male,single,47,high_school,165495,skilled,big_city,1
male,non_single,26,high_school,120389,skilled,mid_size_city,0
male,non_single,36,high_school,165340,skilled,mid_size_city,1
male,single,36,high_school,119804,skilled,mid_size_city,1
male,single,57,university,154344,management,mid_size_city,2
male,non_single,31,high_school,106266,management,big_city,1
male,single,45,high_school,136129,skilled,mid_size_city,1
male,single,40,high_school,151914,management,mid_size_city,1
male,non_single,21,high_school,121473,skilled,mid_size_city,0
male,single,46,high_school,127147,skilled,big_city,1
male,single,35,high_school,125387,skilled,big_city,1
male,non_single,31,high_school,139490,unemployed,big_city,1
male,single,51,high_school,124990,skilled,big_city,1
male,non_single,21,high_school,101471,management,mid_size_city,1
male,single,48,high_school,155708,skilled,mid_size_city,1
male,single,48,high_school,142345,skilled,big_city,1
male,single,68,university,148675,unemployed,mid_size_city,2
male,non_single,45,university,116484,skilled,big_city,2
male,single,35,high_school,150237,management,big_city,1
male,non_single,22,high_school,100273,skilled,big_city,1
male,single,44,high_school,122292,unemployed,mid_size_city,1
male,single,52,high_school,159216,skilled,mid_size_city,1
male,single,48,high_school,130082,skilled,big_city,1
male,single,33,high_school,139547,skilled,big_city,1
male,non_single,35,high_school,122895,skilled,mid_size_city,1
male,non_single,64,university,154549,skilled,mid_size_city,2
male,single,58,high_school,149315,unemployed,big_city,2
male,non_single,24,high_school,118101,unemployed,big_city,1
male,single,40,high_school,115831,unemployed,big_city,1
male,single,49,high_school,118571,management,big_city,1
male,single,31,high_school,138906,skilled,big_city,1
male,single,46,high_school,98520,skilled,big_city,1
male,single,46,high_school,106576,skilled,mid_size_city,1
male,single,49,high_school,121592,skilled,mid_size_city,1
male,single,29,high_school,135605,unemployed,mid_size_city,1
male,single,37,high_school,114552,skilled,big_city,1
male,single,33,high_school,151339,management,mid_size_city,1
male,single,71,university,170387,skilled,big_city,2
male,single,35,high_school,118288,skilled,big_city,1
male,single,40,high_school,109992,skilled,big_city,1
female,single,27,high_school,90654,unemployed,small_city,0
female,single,61,university,113290,unemployed,small_city,2
female,non_single,29,high_school,100093,skilled,mid_size_city,0
female,single,33,high_school,109489,skilled,small_city,0
female,single,56,university,139427,unemployed,small_city,2
female,non_single,27,high_school,123411,skilled,mid_size_city,0
female,non_single,22,high_school,137925,skilled,small_city,0
female,non_single,19,high_school,99119,skilled,small_city,0
female,non_single,28,high_school,91084,skilled,mid_size_city,0
female,non_single,24,high_school,110137,skilled,mid_size_city,0
female,non_single,27,high_school,67041,unemployed,small_city,0
female,non_single,30,high_school,127299,skilled,mid_size_city,0
female,single,26,high_school,84555,unemployed,small_city,0
female,non_single,26,high_school,123895,skilled,small_city,0
female,non_single,23,high_school,94324,skilled,mid_size_city,0
female,non_single,28,high_school,96062,skilled,small_city,0
female,non_single,67,graduate_school,144843,skilled,small_city,2
female,non_single,27,high_school,107485,skilled,mid_size_city,0
female,non_single,32,high_school,98573,skilled,small_city,0
female,single,24,high_school,107462,unemployed,small_city,0
female,non_single,28,high_school,115809,skilled,mid_size_city,0
female,single,48,university,118749,unemployed,small_city,2
female,non_single,32,high_school,139112,skilled,mid_size_city,1
female,non_single,25,high_school,94075,skilled,small_city,0
female,non_single,57,university,62002,unemployed,small_city,2
female,non_single,28,high_school,127262,skilled,small_city,0
female,non_single,24,high_school,122846,skilled,mid_size_city,0
female,non_single,25,high_school,61907,unemployed,small_city,0
female,single,31,high_school,89287,unemployed,small_city,0
female,single,33,high_school,103696,skilled,mid_size_city,1
female,non_single,50,university,147603,skilled,small_city,2
female,non_single,58,university,139229,unemployed,mid_size_city,2
female,non_single,27,high_school,107932,unemployed,small_city,0
female,non_single,48,university,116235,unemployed,small_city,2
female,non_single,22,high_school,85974,unemployed,small_city,0
female,non_single,40,high_school,124001,unemployed,small_city,0
female,non_single,32,high_school,121428,skilled,small_city,0
female,single,25,high_school,93233,unemployed,small_city,0
female,non_single,27,high_school,67965,unemployed,small_city,0
female,non_single,27,high_school,88001,unemployed,small_city,0
female,non_single,23,high_school,129112,skilled,small_city,0
female,non_single,32,high_school,109324,skilled,mid_size_city,0
female,non_single,25,high_school,112785,skilled,mid_size_city,0
female,non_single,46,university,136735,unemployed,small_city,2
female,non_single,21,high_school,107779,skilled,mid_size_city,0
female,non_single,29,high_school,103526,skilled,small_city,0
female,non_single,31,high_school,93171,unemployed,small_city,0
female,single,26,high_school,106559,unemployed,small_city,0
female,non_single,23,high_school,112728,skilled,mid_size_city,0
female,single,38,high_school,102855,skilled,mid_size_city,1
female,single,35,high_school,85381,unemployed,small_city,0
female,non_single,27,high_school,100762,skilled,mid_size_city,0
female,non_single,22,high_school,131445,skilled,mid_size_city,1
female,non_single,52,university,123194,skilled,small_city,2
female,non_single,19,high_school,99519,skilled,mid_size_city,0
female,non_single,23,high_school,112853,skilled,small_city,0
female,single,42,high_school,110509,skilled,small_city,2
female,non_single,27,high_school,106446,skilled,mid_size_city,0
female,non_single,39,university,89665,unemployed,small_city,2
female,non_single,50,university,128233,skilled,mid_size_city,2
female,non_single,36,high_school,133615,skilled,small_city,0
female,non_single,25,high_school,115833,skilled,mid_size_city,0
female,non_single,27,high_school,65560,unemployed,small_city,0
female,non_single,30,high_school,118642,skilled,small_city,0
female,single,22,high_school,63635,unemployed,small_city,0
female,non_single,27,high_school,122649,skilled,mid_size_city,0
female,single,31,high_school,143321,management,mid_size_city,1
female,non_single,29,high_school,99556,skilled,small_city,0
female,single,34,high_school,36760,unemployed,small_city,0
female,single,33,high_school,71935,unemployed,small_city,0
female,non_single,26,high_school,114977,skilled,small_city,0
female,non_single,36,high_school,147691,skilled,mid_size_city,1
female,non_single,26,high_school,54296,unemployed,small_city,0
female,non_single,39,high_school,80014,unemployed,small_city,0
female,non_single,44,university,77887,unemployed,small_city,2
female,non_single,46,university,98517,unemployed,small_city,2
female,non_single,31,high_school,103012,unemployed,small_city,0
female,single,26,high_school,121377,skilled,small_city,0
female,non_single,22,high_school,91359,skilled,mid_size_city,0
female,single,48,university,104833,unemployed,small_city,2
female,non_single,27,high_school,101209,skilled,small_city,0
female,single,30,high_school,58207,unemployed,small_city,0
female,non_single,27,high_school,116708,skilled,mid_size_city,0
female,non_single,36,high_school,107471,skilled,mid_size_city,0
female,non_single,31,high_school,128495,skilled,small_city,0
female,single,21,high_school,124468,skilled,small_city,0
female,non_single,26,high_school,106922,skilled,mid_size_city,0
female,single,24,high_school,104291,skilled,small_city,0
female,non_single,29,high_school,98204,skilled,small_city,0
female,non_single,32,high_school,127071,skilled,small_city,0
female,non_single,45,university,85115,unemployed,small_city,2
female,non_single,58,university,104013,unemployed,small_city,2
female,non_single,25,high_school,89863,skilled,small_city,0
female,non_single,67,graduate_school,135300,skilled,small_city,2
female,non_single,53,university,107861,unemployed,small_city,2
female,non_single,24,high_school,123994,skilled,small_city,0
female,single,20,high_school,91270,unemployed,small_city,0
female,non_single,71,graduate_school,133245,unemployed,small_city,2
female,non_single,31,high_school,118594,skilled,mid_size_city,0
female,non_single,27,high_school,40606,unemployed,small_city,0
female,non_single,36,high_school,129304,unemployed,small_city,0
female,non_single,25,high_school,113118,skilled,small_city,0
female,single,41,high_school,133131,skilled,small_city,0
female,non_single,30,high_school,106876,skilled,mid_size_city,0
female,non_single,32,high_school,130870,skilled,mid_size_city,1
female,non_single,29,high_school,125621,unemployed,small_city,0
female,single,27,high_school,78923,unemployed,small_city,0
female,non_single,32,high_school,123983,skilled,small_city,0
female,non_single,25,high_school,75184,unemployed,small_city,0
female,single,24,high_school,109693,skilled,small_city,0
female,non_single,63,university,86273,unemployed,small_city,2
female,single,42,university,113190,unemployed,small_city,2
female,non_single,22,high_school,109274,unemployed,small_city,0
female,non_single,46,university,143489,skilled,mid_size_city,2
female,non_single,24,high_school,99570,skilled,mid_size_city,0
female,single,30,high_school,139468,skilled,mid_size_city,1
female,non_single,44,university,108627,unemployed,small_city,2
female,single,25,high_school,106355,skilled,small_city,0
female,non_single,27,high_school,96952,skilled,small_city,0
female,non_single,27,high_school,141502,skilled,mid_size_city,1
female,non_single,34,high_school,110420,skilled,mid_size_city,0
female,non_single,18,high_school,97741,skilled,mid_size_city,0
female,non_single,25,high_school,99583,skilled,mid_size_city,0
female,non_single,21,high_school,63698,unemployed,small_city,0
female,non_single,26,high_school,116688,skilled,mid_size_city,0
female,non_single,27,high_school,131542,management,mid_size_city,1
female,single,25,high_school,136055,skilled,mid_size_city,1
female,non_single,30,high_school,100195,skilled,mid_size_city,0
female,single,66,graduate_school,131001,skilled,small_city,2
female,non_single,25,high_school,104062,skilled,mid_size_city,0
female,non_single,43,university,137689,skilled,small_city,2
female,non_single,35,high_school,137705,skilled,mid_size_city,1
female,single,70,graduate_school,69915,unemployed,small_city,2
female,single,35,high_school,68731,unemployed,small_city,0
female,non_single,26,high_school,105726,skilled,small_city,0
female,single,29,high_school,78078,unemployed,small_city,0
female,non_single,22,high_school,110835,unemployed,small_city,0
female,single,26,high_school,115531,skilled,mid_size_city,1
female,non_single,36,high_school,92723,unemployed,small_city,0
female,non_single,35,high_school,107509,skilled,mid_size_city,0
female,non_single,28,high_school,116763,skilled,mid_size_city,0
female,non_single,24,high_school,100733,skilled,small_city,0
female,non_single,34,high_school,92652,unemployed,small_city,0
female,non_single,25,high_school,106987,skilled,small_city,0
female,non_single,54,university,51882,unemployed,small_city,2
female,single,46,university,104751,unemployed,small_city,2
female,non_single,42,high_school,50947,unemployed,small_city,0
female,single,45,university,126986,unemployed,small_city,2
female,single,48,university,110223,unemployed,small_city,2
female,single,21,high_school,100591,unemployed,small_city,0
female,non_single,31,high_school,123257,skilled,small_city,0
female,single,35,high_school,137736,skilled,mid_size_city,1
female,non_single,36,high_school,110221,skilled,mid_size_city,0
female,non_single,32,high_school,99703,unemployed,small_city,0
female,non_single,26,high_school,106667,unemployed,small_city,0
female,non_single,34,high_school,143319,skilled,small_city,0
female,non_single,65,university,135557,skilled,mid_size_city,2
female,non_single,50,university,93390,unemployed,small_city,2
female,non_single,39,high_school,97577,skilled,small_city,0
female,single,52,university,124196,unemployed,small_city,2
female,non_single,36,high_school,81136,unemployed,small_city,0
female,non_single,29,high_school,119439,skilled,small_city,0
female,non_single,36,high_school,145231,skilled,mid_size_city,1
female,non_single,36,high_school,85623,unemployed,small_city,0
female,non_single,27,high_school,145373,skilled,mid_size_city,1
female,non_single,36,high_school,135896,management,mid_size_city,1
female,non_single,26,high_school,106470,skilled,mid_size_city,0
female,single,57,university,113334,skilled,mid_size_city,2
female,single,27,high_school,100560,unemployed,small_city,0
female,non_single,58,university,108442,unemployed,small_city,2
female,non_single,27,high_school,64472,unemployed,small_city,0
female,non_single,49,university,120207,skilled,small_city,2
female,non_single,43,university,101680,skilled,small_city,0
female,single,45,university,92342,unemployed,small_city,2
female,non_single,27,high_school,98611,unemployed,small_city,0
female,non_single,34,high_school,97613,skilled,mid_size_city,0
female,non_single,21,high_school,82298,unemployed,small_city,0
female,non_single,54,university,125302,skilled,mid_size_city,2
female,non_single,43,university,108725,unemployed,small_city,2
female,single,25,high_school,85569,unemployed,small_city,0
female,single,57,university,110372,unemployed,small_city,2
female,non_single,26,high_school,100511,skilled,mid_size_city,0
female,single,30,high_school,110455,skilled,small_city,0
female,single,58,university,141993,unemployed,small_city,2
female,non_single,25,high_school,121789,skilled,mid_size_city,0
female,non_single,23,high_school,138967,skilled,small_city,0
female,single,22,high_school,105230,skilled,small_city,0
female,non_single,21,high_school,90656,skilled,mid_size_city,0
female,non_single,20,high_school,115445,skilled,mid_size_city,0
female,non_single,22,high_school,59955,unemployed,small_city,0
female,single,27,high_school,126268,skilled,mid_size_city,1
female,single,24,high_school,80830,unemployed,small_city,0
female,non_single,23,high_school,123625,skilled,small_city,0
female,non_single,26,high_school,102543,skilled,mid_size_city,0
female,single,28,high_school,101948,skilled,small_city,0
female,non_single,64,graduate_school,142280,skilled,small_city,2
female,non_single,26,high_school,105434,skilled,mid_size_city,0
female,non_single,31,high_school,106115,skilled,small_city,0
female,single,28,high_school,111057,unemployed,small_city,0
female,non_single,25,high_school,117758,skilled,mid_size_city,0
female,single,49,university,118396,unemployed,small_city,2
female,non_single,33,high_school,136260,skilled,mid_size_city,1
female,single,27,high_school,97192,skilled,small_city,0
female,non_single,59,university,62101,unemployed,small_city,2
female,non_single,28,high_school,123497,skilled,small_city,0
female,non_single,24,high_school,120326,skilled,mid_size_city,0
female,non_single,26,high_school,66645,unemployed,small_city,0
female,single,33,high_school,83429,unemployed,small_city,0
female,single,37,high_school,107539,skilled,mid_size_city,1
female,non_single,46,university,153880,skilled,small_city,2
female,non_single,62,university,140178,unemployed,mid_size_city,2
female,single,26,high_school,100402,unemployed,small_city,0
female,non_single,49,university,122158,unemployed,small_city,2
female,non_single,25,high_school,89331,unemployed,small_city,0
female,non_single,37,high_school,125359,unemployed,small_city,0
female,single,31,high_school,124110,skilled,small_city,0
female,single,25,high_school,93526,unemployed,small_city,0
female,non_single,21,high_school,70170,unemployed,small_city,0
female,non_single,27,high_school,82357,unemployed,small_city,0
female,non_single,29,high_school,126745,skilled,small_city,0
female,non_single,30,high_school,103326,skilled,mid_size_city,0
female,non_single,26,high_school,116048,skilled,mid_size_city,0
female,non_single,40,university,137115,unemployed,small_city,2
female,non_single,23,high_school,105365,skilled,mid_size_city,0
female,non_single,31,high_school,95911,skilled,small_city,0
female,non_single,29,high_school,88669,unemployed,small_city,0
female,single,22,high_school,103776,unemployed,small_city,0
female,non_single,26,high_school,108864,skilled,mid_size_city,0
female,single,39,high_school,106037,skilled,mid_size_city,1
female,single,35,high_school,84851,unemployed,small_city,0
female,non_single,26,high_school,95748,skilled,mid_size_city,0
female,non_single,28,high_school,133616,skilled,mid_size_city,1
female,non_single,56,university,132752,skilled,small_city,2
female,non_single,22,high_school,95712,skilled,mid_size_city,0
female,non_single,26,high_school,109063,skilled,small_city,0
female,single,41,high_school,113521,skilled,small_city,2
female,non_single,29,high_school,109380,skilled,mid_size_city,0
female,non_single,42,university,82558,unemployed,small_city,2
female,non_single,50,university,124777,skilled,mid_size_city,2
female,non_single,33,high_school,133542,skilled,small_city,0
female,non_single,28,high_school,116492,skilled,mid_size_city,0
female,non_single,27,high_school,68834,unemployed,small_city,0
female,non_single,27,high_school,124023,skilled,small_city,0
female,single,28,high_school,63882,unemployed,small_city,0
female,non_single,24,high_school,122492,skilled,mid_size_city,0
female,single,28,high_school,141453,management,mid_size_city,1
female,non_single,32,high_school,99327,skilled,small_city,0
female,single,32,high_school,45590,unemployed,small_city,0
female,single,30,high_school,71167,unemployed,small_city,0
female,non_single,29,high_school,111992,skilled,small_city,0
female,non_single,37,high_school,145140,skilled,mid_size_city,1
female,non_single,24,high_school,49672,unemployed,small_city,0
female,non_single,36,high_school,75536,unemployed,small_city,0
female,non_single,40,university,86720,unemployed,small_city,2
female,non_single,51,university,97729,unemployed,small_city,2
female,non_single,33,high_school,106808,unemployed,small_city,0
female,single,31,high_school,117971,skilled,small_city,0
female,non_single,29,high_school,97731,skilled,mid_size_city,0
female,single,48,university,109196,unemployed,small_city,2
female,non_single,25,high_school,94905,skilled,small_city,0
female,single,28,high_school,57480,unemployed,small_city,0
female,non_single,23,high_school,109175,skilled,mid_size_city,0
female,non_single,32,high_school,111174,skilled,mid_size_city,0
female,non_single,34,high_school,127255,skilled,small_city,0
female,single,23,high_school,115499,skilled,small_city,0
female,non_single,25,high_school,109499,skilled,mid_size_city,0
female,single,25,high_school,104696,skilled,small_city,0
female,non_single,27,high_school,104467,skilled,small_city,0
female,non_single,29,high_school,120157,skilled,small_city,0
female,non_single,46,university,81200,unemployed,small_city,2
female,non_single,61,university,97558,unemployed,small_city,2
female,non_single,25,high_school,95914,skilled,small_city,0
female,non_single,67,graduate_school,128053,skilled,small_city,2
female,non_single,49,university,101734,unemployed,small_city,2
female,non_single,21,high_school,126009,skilled,small_city,0
female,single,19,high_school,91232,unemployed,small_city,0
female,non_single,67,graduate_school,128343,unemployed,small_city,2
female,non_single,31,high_school,110040,skilled,mid_size_city,0
female,non_single,27,high_school,38247,unemployed,small_city,0
female,non_single,37,high_school,129027,unemployed,small_city,0
female,non_single,27,high_school,115026,skilled,small_city,0
female,single,36,high_school,130323,skilled,small_city,0
female,non_single,24,high_school,103181,skilled,mid_size_city,0
female,non_single,31,high_school,138307,skilled,mid_size_city,1
female,non_single,29,high_school,122564,unemployed,small_city,0
female,single,28,high_school,82351,unemployed,small_city,0
female,non_single,34,high_school,125351,skilled,small_city,0
female,non_single,26,high_school,82940,unemployed,small_city,0
female,single,21,high_school,108029,skilled,small_city,0
female,non_single,63,university,82734,unemployed,small_city,2
female,single,38,university,116816,unemployed,small_city,2
female,non_single,20,high_school,113472,unemployed,small_city,0
female,non_single,44,university,143343,skilled,mid_size_city,2
female,non_single,31,high_school,104074,skilled,mid_size_city,0
female,single,33,high_school,138525,skilled,mid_size_city,1
female,non_single,49,university,106960,unemployed,small_city,2
female,single,26,high_school,108323,skilled,small_city,0
female,non_single,28,high_school,95784,skilled,small_city,0
female,non_single,30,high_school,140673,skilled,mid_size_city,1
female,non_single,36,high_school,104235,skilled,mid_size_city,0
female,non_single,27,high_school,54041,unemployed,small_city,0
male,single,23,unknown,107961,unemployed,small_city,0
male,single,31,unknown,113757,skilled,small_city,0
female,non_single,27,high_school,94884,skilled,small_city,0
female,non_single,25,high_school,126041,skilled,small_city,0
female,non_single,23,high_school,64952,unemployed,small_city,0
male,non_single,27,high_school,66764,unemployed,small_city,0
female,single,38,high_school,67861,unemployed,small_city,0
male,single,44,high_school,113516,unemployed,small_city,0
female,non_single,42,high_school,46109,unemployed,small_city,0
female,non_single,25,high_school,103651,unemployed,small_city,0
male,non_single,40,high_school,75043,unemployed,small_city,0
female,non_single,24,high_school,116473,unemployed,small_city,0
female,single,39,high_school,96614,unemployed,small_city,0
male,single,24,unknown,66447,unemployed,small_city,0
female,single,50,high_school,119068,skilled,small_city,2
female,non_single,28,high_school,122973,unemployed,small_city,0
female,non_single,36,high_school,81609,unemployed,small_city,0
male,single,36,high_school,105519,skilled,small_city,1
female,non_single,40,high_school,86649,unemployed,small_city,0
female,single,31,unknown,76384,unemployed,small_city,0
male,non_single,27,high_school,67136,unemployed,small_city,0
female,non_single,35,high_school,93155,unemployed,small_city,0
male,single,51,high_school,124183,unemployed,small_city,0
female,single,26,unknown,64860,unemployed,small_city,0
male,single,33,high_school,87232,unemployed,small_city,0
female,non_single,27,high_school,92304,unemployed,small_city,0
male,single,38,high_school,84254,unemployed,small_city,0
female,single,30,unknown,106696,skilled,small_city,0
male,single,28,unknown,113212,skilled,small_city,0
male,single,23,unknown,71076,unemployed,small_city,0
female,non_single,23,high_school,114270,unemployed,small_city,0
female,non_single,26,high_school,125538,skilled,small_city,0
female,non_single,21,high_school,92442,unemployed,small_city,0
female,single,36,high_school,75297,unemployed,small_city,0
female,non_single,24,high_school,65707,unemployed,small_city,0
male,single,41,high_school,120387,skilled,small_city,1
male,single,42,high_school,120946,skilled,small_city,1
male,single,27,unknown,73265,unemployed,small_city,0
male,non_single,40,high_school,77481,unemployed,small_city,0
female,non_single,34,high_school,91282,unemployed,small_city,0
male,single,40,high_school,104405,unemployed,small_city,0
male,single,33,high_school,99646,skilled,small_city,1
female,single,49,high_school,97791,unemployed,small_city,2
male,single,28,unknown,81878,unemployed,small_city,0
female,non_single,26,high_school,107908,skilled,small_city,0
female,single,40,high_school,98608,unemployed,small_city,0
male,single,47,high_school,95228,unemployed,small_city,0
female,non_single,41,high_school,128163,skilled,small_city,0
female,non_single,29,high_school,94325,unemployed,small_city,0
female,non_single,37,high_school,90815,unemployed,small_city,0
male,single,31,unknown,120719,skilled,small_city,0
male,single,35,high_school,110159,skilled,small_city,1
male,single,35,high_school,124490,skilled,small_city,1
female,non_single,29,high_school,75161,unemployed,small_city,0
female,single,37,high_school,127206,skilled,small_city,0
male,single,37,high_school,83660,unemployed,small_city,0
female,non_single,26,high_school,87400,unemployed,small_city,0
female,non_single,28,high_school,78942,unemployed,small_city,0
female,non_single,23,high_school,88452,unemployed,small_city,0
male,single,38,high_school,104128,skilled,small_city,1
female,non_single,30,high_school,100313,skilled,small_city,0
female,single,45,high_school,107387,skilled,small_city,2
male,single,24,unknown,84355,unemployed,small_city,0
female,single,35,high_school,112723,skilled,small_city,0
female,non_single,41,high_school,115892,skilled,small_city,0
male,non_single,30,high_school,106597,skilled,small_city,0
female,non_single,30,high_school,121327,skilled,small_city,0
female,non_single,26,high_school,92559,unemployed,small_city,0
female,non_single,25,high_school,87537,unemployed,small_city,0
female,non_single,23,high_school,70569,unemployed,small_city,0
female,non_single,27,high_school,85294,unemployed,small_city,0
female,single,26,unknown,70905,unemployed,small_city,0
male,single,25,unknown,103716,unemployed,small_city,0
male,non_single,27,high_school,94947,skilled,small_city,0
female,single,42,high_school,80116,unemployed,small_city,0
male,single,35,high_school,86492,unemployed,small_city,0
female,non_single,25,high_school,88672,unemployed,small_city,0
female,non_single,26,high_school,82984,unemployed,small_city,0
male,single,38,high_school,128100,skilled,small_city,1
female,single,28,unknown,72869,unemployed,small_city,0
male,non_single,33,high_school,112227,skilled,small_city,0
female,single,40,high_school,94674,unemployed,small_city,0
female,non_single,23,high_school,101003,skilled,small_city,0
female,single,25,unknown,112924,skilled,small_city,0
female,single,28,unknown,108645,unemployed,small_city,0
male,single,41,high_school,69415,unemployed,small_city,0
female,single,50,high_school,112204,unemployed,small_city,2
female,non_single,23,high_school,109700,skilled,small_city,0
female,non_single,26,high_school,104484,skilled,small_city,0
female,non_single,22,high_school,61239,unemployed,small_city,0
male,single,37,high_school,119602,unemployed,small_city,0
female,single,38,high_school,81014,unemployed,small_city,0
female,non_single,22,high_school,68165,unemployed,small_city,0
female,single,30,unknown,88652,unemployed,small_city,0
male,single,38,high_school,75705,unemployed,small_city,0
female,non_single,36,high_school,104189,skilled,small_city,0
male,single,41,high_school,71603,unemployed,small_city,0
female,non_single,29,high_school,121914,skilled,small_city,0
female,non_single,31,high_school,106637,skilled,small_city,0
